State_Num,County_Num,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Yearly_Precip
1,1,5.026111111111111,5.335793650793651,6.026190476190476,4.829285714285715,3.947142857142857,4.072698412698412,5.125079365079365,4.2034126984126985,3.4115079365079364,2.5143650793650796,3.560952380952381,5.012222222222222,53.0647619047619
1,3,4.69484126984127,5.016111111111111,5.855873015873016,4.727460317460317,4.369206349206349,5.76031746031746,7.291825396825397,6.449047619047619,5.583253968253969,3.3584920634920636,3.6234920634920633,4.897063492063492,61.626984126984134
1,5,4.631507936507936,4.923809523809524,5.632619047619047,4.358492063492063,3.761111111111111,4.236666666666666,5.623492063492064,4.662460317460318,3.5392063492063492,2.496746031746032,3.2767460317460317,4.787619047619048,51.93047619047619
1,7,5.333015873015873,5.410396825396825,6.133730158730159,4.977460317460317,4.159047619047619,4.240952380952381,5.109365079365079,4.174444444444444,3.327857142857143,2.735,3.7672222222222222,5.101825396825397,54.47031746031746
1,9,5.395555555555555,5.245555555555556,6.1896031746031746,5.029047619047619,4.460079365079365,4.106111111111111,4.947619047619048,4.202857142857143,3.519047619047619,3.026111111111111,3.931825396825397,5.212142857142857,55.26555555555556
1,11,4.6535714285714285,5.098333333333334,5.95015873015873,4.43484126984127,3.672142857142857,4.109920634920635,5.337539682539682,4.311349206349206,3.3262698412698413,2.5626984126984125,3.4484920634920635,4.80984126984127,51.71515873015873
1,13,4.971111111111111,5.296111111111111,6.094047619047619,4.777857142857143,4.077063492063492,4.6161111111111115,5.653650793650794,4.735396825396825,3.7387301587301587,2.5848412698412697,3.666269841269841,5.08047619047619,55.29166666666667
1,15,5.136428571428572,5.158650793650794,6.053888888888888,4.829444444444444,4.092619047619047,4.061190476190476,4.812142857142857,4.130952380952381,3.3053968253968256,2.7883333333333336,3.6026984126984125,4.833888888888889,52.80563492063492
1,17,4.885396825396826,5.268253968253968,6.108333333333333,4.726825396825397,3.827301587301587,4.122142857142857,5.294761904761905,4.179523809523809,3.1953174603174603,2.6425396825396827,3.515952380952381,4.971507936507937,52.73785714285714
1,19,5.171825396825397,5.2,5.967460317460318,4.818650793650794,4.12047619047619,3.916031746031746,4.682142857142857,4.025555555555556,3.3785714285714286,2.976746031746032,3.689206349206349,4.997936507936508,52.944603174603174
1,21,5.218095238095238,5.327222222222222,6.109444444444445,4.933968253968254,4.016507936507937,4.142301587301588,5.127063492063492,4.239365079365079,3.338650793650794,2.6102380952380955,3.6405555555555558,4.991666666666666,53.695079365079366
1,23,5.36452380952381,5.468968253968254,6.176587301587301,4.903015873015873,4.387619047619047,4.341111111111111,5.496666666666667,4.4471428571428575,3.6172222222222223,2.6957142857142857,3.811984126984127,5.362063492063492,56.07261904761906
1,25,5.16547619047619,5.388412698412698,6.097301587301588,4.839126984126984,4.475079365079365,4.797936507936508,5.845873015873016,5.026111111111111,3.767936507936508,2.6946031746031744,3.795714285714286,5.303571428571429,57.19714285714286
1,27,5.355952380952381,5.442460317460317,6.339285714285714,5.020952380952381,4.067857142857143,4.447380952380953,5.325317460317461,4.18579365079365,3.4363492063492065,2.865952380952381,3.748253968253968,5.182142857142857,55.41769841269841
1,29,5.233015873015873,5.2057142857142855,6.076587301587302,4.882936507936508,4.106825396825397,4.213095238095238,5.063888888888889,4.095,3.2774603174603176,2.864920634920635,3.6504761904761907,4.891507936507937,53.56142857142857
1,31,4.8411904761904765,5.18031746031746,5.826825396825397,4.603095238095238,3.8933333333333335,4.810079365079365,6.15015873015873,5.239285714285714,4.075,2.6683333333333334,3.5388888888888888,4.932460317460317,55.75896825396826
1,33,5.170396825396826,4.932698412698413,5.9307936507936505,4.898571428571429,4.370238095238095,3.9563492063492065,4.490079365079365,3.8582539682539685,3.191190476190476,3.083095238095238,4.112857142857143,5.423174603174603,53.417698412698414
1,35,5.0603968253968254,5.306904761904762,6.0957936507936505,4.800793650793651,4.292460317460318,4.992301587301587,6.240555555555556,5.20984126984127,4.1315873015873015,2.72531746031746,3.6700793650793653,5.0951587301587304,57.62119047619048
1,37,5.205396825396825,5.36952380952381,6.1623809523809525,4.932142857142857,3.981190476190476,4.301507936507937,5.2073809523809524,4.1998412698412695,3.4052380952380954,2.7078571428571427,3.6517460317460317,5.06968253968254,54.19388888888889
1,39,4.968809523809524,5.234365079365079,5.899761904761905,4.784920634920635,4.145238095238096,5.191984126984127,6.482698412698412,5.573333333333333,4.279285714285714,2.8533333333333335,3.663015873015873,4.970634920634921,58.04738095238095
1,41,4.94015873015873,5.210555555555556,6.114126984126984,4.618571428571428,3.991825396825397,4.608968253968254,5.727380952380952,4.727222222222222,3.736984126984127,2.574047619047619,3.6563492063492062,4.9842063492063495,54.89039682539682
1,43,5.467619047619047,5.267301587301588,6.132698412698413,5.0593650793650795,4.547063492063492,4.216507936507936,4.9402380952380955,3.9932539682539683,3.538253968253968,3.197857142857143,4.032380952380953,5.436507936507937,55.82904761904762
1,45,4.691984126984127,5.110714285714286,5.571111111111111,4.434047619047619,3.75,4.6657142857142855,5.934523809523809,5.228174603174603,3.9723015873015872,2.6114285714285717,3.3197619047619047,4.798968253968254,54.08873015873015
1,47,4.8690476190476195,5.300634920634921,5.977301587301588,4.6807936507936505,4.028015873015873,4.0750793650793655,4.945238095238095,4.056190476190476,3.3128571428571427,2.5572222222222223,3.3978571428571427,5.043968253968254,52.24420634920634
1,49,5.395634920634921,5.215634920634921,6.146507936507937,5.042539682539682,4.289761904761905,4.2792063492063495,4.769126984126984,4.125,3.488095238095238,3.184761904761905,4.0007142857142854,5.3156349206349205,55.252619047619056
1,51,4.96015873015873,5.305714285714286,6.097857142857142,4.717936507936508,3.8257142857142856,4.126666666666667,5.0934920634920635,4.20515873015873,3.4351587301587303,2.507222222222222,3.557857142857143,5.081666666666667,52.91460317460317
1,53,5.042142857142857,5.2877777777777775,6.005396825396826,4.82563492063492,4.391825396825396,5.501587301587302,6.832619047619048,5.843412698412698,4.571825396825397,2.9937301587301586,3.725793650793651,5.078809523809523,60.10055555555555
1,55,5.302301587301588,5.274920634920635,6.181349206349206,4.960634920634921,4.234761904761905,3.983888888888889,4.7063492063492065,4.119920634920635,3.5047619047619047,2.9614285714285713,3.6926190476190475,5.113333333333333,54.03626984126984
1,57,5.562063492063492,5.351666666666667,6.10484126984127,5.216666666666667,4.567222222222222,4.265079365079365,5.183095238095238,3.8965873015873016,3.3565079365079367,3.0650793650793653,4.144285714285714,5.408968253968254,56.122063492063496
1,59,5.29,5.080317460317461,6.073095238095238,5.104523809523809,4.4567460317460315,4.073730158730159,4.731746031746032,3.9343650793650795,3.28515873015873,3.1317460317460317,4.182380952380952,5.5465873015873015,54.89039682539683
1,61,4.815,5.287301587301587,5.58547619047619,4.625555555555556,3.8827777777777777,5.011666666666667,6.498174603174603,5.72984126984127,4.391349206349206,2.804047619047619,3.5048412698412696,4.8497619047619045,56.98579365079366
1,63,5.218809523809524,5.287142857142857,5.827222222222222,5.016031746031746,4.093650793650793,3.9077777777777776,4.9098412698412695,3.8343650793650794,3.1115873015873015,2.7078571428571427,3.7644444444444445,5.047936507936508,52.72666666666666
1,65,5.173412698412698,5.311269841269842,5.988015873015873,4.951428571428571,4.06031746031746,4.014603174603175,5.045873015873016,3.996269841269841,3.1174603174603175,2.6794444444444445,3.672936507936508,5.063095238095238,53.074126984126984
1,67,4.7381746031746035,5.118015873015873,5.444126984126984,4.342380952380952,3.666031746031746,4.523333333333333,5.981984126984127,5.042936507936508,3.743015873015873,2.4184920634920637,3.203333333333333,4.712380952380952,52.93420634920635
1,69,4.643253968253968,5.1242857142857146,5.378095238095238,4.3244444444444445,3.7088888888888887,4.684126984126984,6.131984126984127,5.421190476190477,4.119920634920635,2.5462698412698415,3.1386507936507937,4.59436507936508,53.81547619047619
1,71,5.223571428571429,5.086825396825397,6.06015873015873,4.9261904761904765,4.274285714285714,4.293492063492064,4.81515873015873,3.941190476190476,3.4404761904761907,3.2355555555555555,4.137222222222222,5.374206349206349,54.80833333333333
1,73,5.309523809523809,5.2811111111111115,6.087698412698413,4.921428571428572,4.31515873015873,4.255793650793651,5.1542063492063495,4.2191269841269845,3.453333333333333,2.922142857142857,3.9376190476190476,5.150555555555555,55.00769841269841
1,75,5.374920634920635,5.266269841269842,5.986666666666666,5.184920634920635,4.491190476190476,4.151111111111111,4.967936507936508,3.8253174603174602,3.188015873015873,2.9880158730158732,4.145396825396825,5.3277777777777775,54.89753968253968
1,77,5.233888888888889,5.017460317460317,5.984047619047619,4.843095238095238,4.372301587301587,4.072380952380953,4.359523809523809,3.8446825396825397,3.199920634920635,3.205793650793651,4.180873015873016,5.5338095238095235,53.84777777777778
1,79,5.034920634920635,4.945476190476191,5.821269841269841,4.920079365079365,4.396904761904762,4.110793650793651,4.633174603174603,3.7642063492063493,3.287777777777778,3.1416666666666666,4.097222222222222,5.361984126984127,53.51547619047618
1,81,4.679682539682539,5.172142857142857,6.089444444444444,4.584603174603175,3.7135714285714285,4.038650793650794,5.4012698412698414,4.153650793650794,3.2415079365079364,2.580952380952381,3.460714285714286,4.948492063492063,52.06468253968255
